movie_name,award_year,award_category,award_winner
With Babies and Banners: Story of the Women's Emergency Brigade,1979-01-01,DOCUMENTARY (Feature),False
The Divided Trail: A Native American Odyssey,1979-01-01,DOCUMENTARY (Short Subject),False
An Encounter with Faces,1979-01-01,DOCUMENTARY (Short Subject),False
The Flight of the Gossamer Condor,1979-01-01,DOCUMENTARY (Short Subject),True
Goodnight Miss Ann,1979-01-01,DOCUMENTARY (Short Subject),False
Squires of San Quentin,1979-01-01,DOCUMENTARY (Short Subject),False
Superman,1979-01-01,FILM EDITING,False
Get Out Your Handkerchiefs,1979-01-01,FOREIGN LANGUAGE FILM,True
The Glass Cell,1979-01-01,FOREIGN LANGUAGE FILM,False
Hungarians,1979-01-01,FOREIGN LANGUAGE FILM,False
Viva Italia!,1979-01-01,FOREIGN LANGUAGE FILM,False
White Bim Black Ear,1979-01-01,FOREIGN LANGUAGE FILM,False
Pretty Baby,1979-01-01,MUSIC (Adaptation Score),False
Grease,1979-01-01,MUSIC (Original Song),False
Thank God It's Friday,1979-01-01,MUSIC (Original Song),True
Foul Play,1979-01-01,MUSIC (Original Song),False
The Magic of Lassie,1979-01-01,MUSIC (Original Song),False
Oh My Darling,1979-01-01,SHORT FILM (Animated),False
Rip Van Winkle,1979-01-01,SHORT FILM (Animated),False
Special Delivery,1979-01-01,SHORT FILM (Animated),True
A Different Approach,1979-01-01,SHORT FILM (Live Action),False
Mandy's Grandmother,1979-01-01,SHORT FILM (Live Action),False
Strange Fruit,1979-01-01,SHORT FILM (Live Action),False
Teenage Father,1979-01-01,SHORT FILM (Live Action),True
Hooper,1979-01-01,SOUND,False
Bloodbrothers,1979-01-01,WRITING (Screenplay Based on Material from Another Medium),False
The China Syndrome,1980-01-01,ACTOR IN A LEADING ROLE,False
...And Justice for All,1980-01-01,ACTOR IN A LEADING ROLE,False
All That Jazz,1980-01-01,ACTOR IN A LEADING ROLE,False
Apocalypse Now,1980-01-01,ACTOR IN A SUPPORTING ROLE,False
The Rose,1980-01-01,ACTOR IN A SUPPORTING ROLE,False
The Black Stallion,1980-01-01,ACTOR IN A SUPPORTING ROLE,False
Starting Over,1980-01-01,ACTRESS IN A LEADING ROLE,False
Chapter Two,1980-01-01,ACTRESS IN A LEADING ROLE,False
Breaking Away,1980-01-01,ACTRESS IN A SUPPORTING ROLE,False
Manhattan,1980-01-01,ACTRESS IN A SUPPORTING ROLE,False
Alien,1980-01-01,ART DIRECTION,False
Star Trek - The Motion Picture,1980-01-01,ART DIRECTION,False
The Black Hole,1980-01-01,CINEMATOGRAPHY,False
1941,1980-01-01,CINEMATOGRAPHY,False
Agatha,1980-01-01,COSTUME DESIGN,False
Butch and Sundance: The Early Days,1980-01-01,COSTUME DESIGN,False
The Europeans,1980-01-01,COSTUME DESIGN,False
La Cage aux Folles,1980-01-01,COSTUME DESIGN,False
Best Boy,1980-01-01,DOCUMENTARY (Feature),True
Generation on the Wind,1980-01-01,DOCUMENTARY (Feature),False
Going the Distance,1980-01-01,DOCUMENTARY (Feature),False
The Killing Ground,1980-01-01,DOCUMENTARY (Feature),False
The War at Home,1980-01-01,DOCUMENTARY (Feature),False
Dae,1980-01-01,DOCUMENTARY (Short Subject),False
Koryo Celadon,1980-01-01,DOCUMENTARY (Short Subject),False
Nails,1980-01-01,DOCUMENTARY (Short Subject),False
Paul Robeson: Tribute to an Artist,1980-01-01,DOCUMENTARY (Short Subject),True
Remember Me,1980-01-01,DOCUMENTARY (Short Subject),False
The Maids of Wilko,1980-01-01,FOREIGN LANGUAGE FILM,False
Mama Turns a Hundred,1980-01-01,FOREIGN LANGUAGE FILM,False
A Simple Story,1980-01-01,FOREIGN LANGUAGE FILM,False
The Tin Drum,1980-01-01,FOREIGN LANGUAGE FILM,True
To Forget Venice,1980-01-01,FOREIGN LANGUAGE FILM,False
The Amityville Horror,1980-01-01,MUSIC (Original Score),False
The Champ,1980-01-01,MUSIC (Original Score),False
A Little Romance,1980-01-01,MUSIC (Original Score),True
10,1980-01-01,MUSIC (Original Score),False
The Muppet Movie,1980-01-01,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),False
The Promise,1980-01-01,MUSIC (Original Song),False
Ice Castles,1980-01-01,MUSIC (Original Song),False
Dream Doll,1980-01-01,SHORT FILM (Animated),False
Every Child,1980-01-01,SHORT FILM (Animated),True
It's So Nice to Have a Wolf around the House,1980-01-01,SHORT FILM (Animated),False
Board and Care,1980-01-01,SHORT FILM (Live Action),True
Bravery in the Field,1980-01-01,SHORT FILM (Live Action),False
Oh Brother,1980-01-01,SHORT FILM (Live Action),False
 My Brother,1980-01-01,SHORT FILM (Live Action),False
The Solar Film,1980-01-01,SHORT FILM (Live Action),False
Solly's Diner,1980-01-01,SHORT FILM (Live Action),False
The Electric Horseman,1980-01-01,SOUND,False
Meteor,1980-01-01,SOUND,False
Moonraker,1980-01-01,VISUAL EFFECTS,False
The Great Santini,1981-01-01,ACTOR IN A LEADING ROLE,False
The Elephant Man,1981-01-01,ACTOR IN A LEADING ROLE,False
Tribute,1981-01-01,ACTOR IN A LEADING ROLE,False
The Stunt Man,1981-01-01,ACTOR IN A LEADING ROLE,False
Ordinary People,1981-01-01,ACTOR IN A SUPPORTING ROLE,False
Resurrection,1981-01-01,ACTRESS IN A LEADING ROLE,False
Private Benjamin,1981-01-01,ACTRESS IN A LEADING ROLE,False
Gloria,1981-01-01,ACTRESS IN A LEADING ROLE,False
Inside Moves,1981-01-01,ACTRESS IN A SUPPORTING ROLE,False
The Empire Strikes Back,1981-01-01,ART DIRECTION,False
Kagemusha (The Shadow Warrior),1981-01-01,ART DIRECTION,False
Tess,1981-01-01,ART DIRECTION,True
The Blue Lagoon,1981-01-01,CINEMATOGRAPHY,False
The Formula,1981-01-01,CINEMATOGRAPHY,False
My Brilliant Career,1981-01-01,COSTUME DESIGN,False
Somewhere in Time,1981-01-01,COSTUME DESIGN,False
When Time Ran Out,1981-01-01,COSTUME DESIGN,False
Agee,1981-01-01,DOCUMENTARY (Feature),False
The Day after Trinity,1981-01-01,DOCUMENTARY (Feature),False
From Mao to Mozart: Isaac Stern in China,1981-01-01,DOCUMENTARY (Feature),True
Front Line,1981-01-01,DOCUMENTARY (Feature),False
The Yellow Star - The Persecution of the Jews in Europe 1933-45,1981-01-01,DOCUMENTARY (Feature),False
Don't Mess with Bill,1981-01-01,DOCUMENTARY (Short Subject),False
The Eruption of Mount St. Helens,1981-01-01,DOCUMENTARY (Short Subject),False
It's the Same World,1981-01-01,DOCUMENTARY (Short Subject),False
Karl Hess: Toward Liberty,1981-01-01,DOCUMENTARY (Short Subject),True
Luther Metke at 94,1981-01-01,DOCUMENTARY (Short Subject),False
The Competition,1981-01-01,FILM EDITING,False
Fame,1981-01-01,FILM EDITING,False
Confidence,1981-01-01,FOREIGN LANGUAGE FILM,False
The Last Metro,1981-01-01,FOREIGN LANGUAGE FILM,False
Moscow Does Not Believe in Tears,1981-01-01,FOREIGN LANGUAGE FILM,True
The Nest,1981-01-01,FOREIGN LANGUAGE FILM,False
Altered States,1981-01-01,MUSIC (Original Score),False
Nine to Five,1981-01-01,MUSIC (Original Song),False
Honeysuckle Rose,1981-01-01,MUSIC (Original Song),False
All Nothing,1981-01-01,SHORT FILM (Animated),False
The Fly,1981-01-01,SHORT FILM (Animated),True
History of the World in Three Minutes Flat,1981-01-01,SHORT FILM (Animated),False
The Dollar Bottom,1981-01-01,SHORT FILM (Dramatic Live Action),True
Fall Line,1981-01-01,SHORT FILM (Dramatic Live Action),False
A Jury of Her Peers,1981-01-01,SHORT FILM (Dramatic Live Action),False
Breaker Morant,1981-01-01,WRITING (Screenplay Based on Material from Another Medium),False
Brubaker,1981-01-01,WRITING (Screenplay Written Directly for the Screen),False
Mon Oncle D'Amerique,1981-01-01,WRITING (Screenplay Written Directly for the Screen),False
Atlantic City,1982-01-01,ACTOR IN A LEADING ROLE,False
Absence of Malice,1982-01-01,ACTOR IN A LEADING ROLE,False
Only When I Laugh,1982-01-01,ACTOR IN A SUPPORTING ROLE,False
Chariots of Fire,1982-01-01,ACTOR IN A SUPPORTING ROLE,False
Ragtime,1982-01-01,ACTOR IN A SUPPORTING ROLE,False
The French Lieutenant's Woman,1982-01-01,ACTRESS IN A LEADING ROLE,False
Heaven's Gate,1982-01-01,ART DIRECTION,False
Raiders of the Lost Ark,1982-01-01,ART DIRECTION,True
Excalibur,1982-01-01,CINEMATOGRAPHY,False
Pennies from Heaven,1982-01-01,COSTUME DESIGN,False
Against Wind and Tide: A Cuban Odyssey,1982-01-01,DOCUMENTARY (Feature),False
Brooklyn Bridge,1982-01-01,DOCUMENTARY (Feature),False
Eight Minutes to Midnight: A Portrait of Dr. Helen Caldicott,1982-01-01,DOCUMENTARY (Feature),False
El Salvador: Another Vietnam,1982-01-01,DOCUMENTARY (Feature),False
Genocide,1982-01-01,DOCUMENTARY (Feature),True
Americas in Transition,1982-01-01,DOCUMENTARY (Short Subject),False
Close Harmony,1982-01-01,DOCUMENTARY (Short Subject),True
Journey for Survival,1982-01-01,DOCUMENTARY (Short Subject),False
See What I Say,1982-01-01,DOCUMENTARY (Short Subject),False
Urge to Build,1982-01-01,DOCUMENTARY (Short Subject),False
The Boat Is Full,1982-01-01,FOREIGN LANGUAGE FILM,False
Man of Iron,1982-01-01,FOREIGN LANGUAGE FILM,False
Mephisto,1982-01-01,FOREIGN LANGUAGE FILM,True
Muddy River,1982-01-01,FOREIGN LANGUAGE FILM,False
Three Brothers,1982-01-01,FOREIGN LANGUAGE FILM,False
An American Werewolf in London,1982-01-01,MAKEUP,True
Heartbeeps,1982-01-01,MAKEUP,False
Dragonslayer,1982-01-01,MUSIC (Original Score),False
Endless Love,1982-01-01,MUSIC (Original Song),False
The Great Muppet Caper,1982-01-01,MUSIC (Original Song),False
For Your Eyes Only,1982-01-01,MUSIC (Original Song),False
Crac,1982-01-01,SHORT FILM (Animated),True
The Creation,1982-01-01,SHORT FILM (Animated),False
The Tender Tale of Cinderella Penguin,1982-01-01,SHORT FILM (Animated),False
Couples and Robbers,1982-01-01,SHORT FILM (Live Action),False
First Winter,1982-01-01,SHORT FILM (Live Action),False
Violet,1982-01-01,SHORT FILM (Live Action),True
Outland,1982-01-01,SOUND,False
Prince of the City,1982-01-01,WRITING (Screenplay Based on Material from Another Medium),False
Missing,1983-01-01,ACTOR IN A LEADING ROLE,False
The Verdict,1983-01-01,ACTOR IN A LEADING ROLE,False
My Favorite Year,1983-01-01,ACTOR IN A LEADING ROLE,False
The Best Little Whorehouse in Texas,1983-01-01,ACTOR IN A SUPPORTING ROLE,False
The World According to Garp,1983-01-01,ACTOR IN A SUPPORTING ROLE,False
Victor/Victoria,1983-01-01,ACTOR IN A SUPPORTING ROLE,False
Frances,1983-01-01,ACTRESS IN A LEADING ROLE,False
Annie,1983-01-01,ART DIRECTION,False
Blade Runner,1983-01-01,ART DIRECTION,False
La Traviata,1983-01-01,ART DIRECTION,False
Das Boot,1983-01-01,CINEMATOGRAPHY,False
E.T. The Extra-Terrestrial,1983-01-01,CINEMATOGRAPHY,False
Tron,1983-01-01,COSTUME DESIGN,False
After the Axe,1983-01-01,DOCUMENTARY (Feature),False
Ben's Mill,1983-01-01,DOCUMENTARY (Feature),False
In Our Water,1983-01-01,DOCUMENTARY (Feature),False
Just Another Missing Kid,1983-01-01,DOCUMENTARY (Feature),True
A Portrait of Giselle,1983-01-01,DOCUMENTARY (Feature),False
Gods of Metal,1983-01-01,DOCUMENTARY (Short Subject),False
If You Love This Planet,1983-01-01,DOCUMENTARY (Short Subject),True
The Klan: A Legacy of Hate in America,1983-01-01,DOCUMENTARY (Short Subject),False
To Live or Let Die,1983-01-01,DOCUMENTARY (Short Subject),False
Traveling Hopefully,1983-01-01,DOCUMENTARY (Short Subject),False
Alsino and the Condor,1983-01-01,FOREIGN LANGUAGE FILM,False
Coup de Torchon ('Clean Slate'),1983-01-01,FOREIGN LANGUAGE FILM,False
The Flight of the Eagle,1983-01-01,FOREIGN LANGUAGE FILM,False
Private Life,1983-01-01,FOREIGN LANGUAGE FILM,False
Volver a Empezar ('To Begin Again'),1983-01-01,FOREIGN LANGUAGE FILM,True
Quest for Fire,1983-01-01,MAKEUP,True
Poltergeist,1983-01-01,MUSIC (Original Score),False
One from the Heart,1983-01-01,MUSIC (Original Song Score and Its Adaptation -or- Adaptation Score),False
Rocky III,1983-01-01,MUSIC (Original Song),False
Best Friends,1983-01-01,MUSIC (Original Song),False
Yes,1983-01-01,MUSIC (Original Song),False
 Giorgio,1983-01-01,MUSIC (Original Song),False
The Great Cognito,1983-01-01,SHORT FILM (Animated),False
The Snowman,1983-01-01,SHORT FILM (Animated),False
Tango,1983-01-01,SHORT FILM (Animated),True
Ballet Robotique,1983-01-01,SHORT FILM (Live Action),False
A Shocking Accident,1983-01-01,SHORT FILM (Live Action),True
The Silence,1983-01-01,SHORT FILM (Live Action),False
Split Cherry Tree,1983-01-01,SHORT FILM (Live Action),False
Sredni Vashtar,1983-01-01,SHORT FILM (Live Action),False
Diner,1983-01-01,WRITING (Screenplay Written Directly for the Screen),False
Educating Rita,1984-01-01,ACTOR IN A LEADING ROLE,False
Reuben,1984-01-01,ACTOR IN A LEADING ROLE,False
 Reuben,1984-01-01,ACTOR IN A LEADING ROLE,False
The Dresser,1984-01-01,ACTOR IN A LEADING ROLE,False
To Be or Not to Be,1984-01-01,ACTOR IN A SUPPORTING ROLE,False
The Right Stuff,1984-01-01,ACTOR IN A SUPPORTING ROLE,False
Cross Creek,1984-01-01,ACTOR IN A SUPPORTING ROLE,False
Testament,1984-01-01,ACTRESS IN A LEADING ROLE,False
Silkwood,1984-01-01,ACTRESS IN A LEADING ROLE,False
The Big Chill,1984-01-01,ACTRESS IN A SUPPORTING ROLE,False
Yentl,1984-01-01,ACTRESS IN A SUPPORTING ROLE,False
Fanny & Alexander,1984-01-01,ART DIRECTION,True
Return of the Jedi,1984-01-01,ART DIRECTION,False
Flashdance,1984-01-01,CINEMATOGRAPHY,False
WarGames,1984-01-01,CINEMATOGRAPHY,False
Zelig,1984-01-01,CINEMATOGRAPHY,False
Heart Like a Wheel,1984-01-01,COSTUME DESIGN,False
The Return of Martin Guerre,1984-01-01,COSTUME DESIGN,False
Children of Darkness,1984-01-01,DOCUMENTARY (Feature),False
First Contact,1984-01-01,DOCUMENTARY (Feature),False
He Makes Me Feel Like Dancin',1984-01-01,DOCUMENTARY (Feature),True
The Profession of Arms,1984-01-01,DOCUMENTARY (Feature),False
Seeing Red,1984-01-01,DOCUMENTARY (Feature),False
Flamenco at 5:15,1984-01-01,DOCUMENTARY (Short Subject),True
In the Nuclear Shadow: What Can the Children Tell Us?,1984-01-01,DOCUMENTARY (Short Subject),False
Sewing Woman,1984-01-01,DOCUMENTARY (Short Subject),False
Spaces: The Architecture of Paul Rudolph,1984-01-01,DOCUMENTARY (Short Subject),False
You Are Free  (Ihr Zent Frei),1984-01-01,DOCUMENTARY (Short Subject),False
Blue Thunder,1984-01-01,FILM EDITING,False
Carmen,1984-01-01,FOREIGN LANGUAGE FILM,False
Entre Nous,1984-01-01,FOREIGN LANGUAGE FILM,False
Job's Revolt,1984-01-01,FOREIGN LANGUAGE FILM,False
Le Bal,1984-01-01,FOREIGN LANGUAGE FILM,False
Under Fire,1984-01-01,MUSIC (Original Score),False
The Sting II,1984-01-01,MUSIC (Original Song Score or Adaptation Score),False
Trading Places,1984-01-01,MUSIC (Original Song Score or Adaptation Score),False
Mickey's Christmas Carol,1984-01-01,SHORT FILM (Animated),False
Sound of Sunshine - Sound of Rain,1984-01-01,SHORT FILM (Animated),False
Sundae in New York,1984-01-01,SHORT FILM (Animated),True
Boys and Girls,1984-01-01,SHORT FILM (Live Action),True
Goodie-Two-Shoes,1984-01-01,SHORT FILM (Live Action),False
Overnight Sensation,1984-01-01,SHORT FILM (Live Action),False
Never Cry Wolf,1984-01-01,SOUND,False
Betrayal,1984-01-01,WRITING (Screenplay Based on Material from Another Medium),False
Starman,1985-01-01,ACTOR IN A LEADING ROLE,False
Under the Volcano,1985-01-01,ACTOR IN A LEADING ROLE,False
A Soldier's Story,1985-01-01,ACTOR IN A SUPPORTING ROLE,False
The Karate Kid,1985-01-01,ACTOR IN A SUPPORTING ROLE,False
Greystoke: The Legend of Tarzan,1985-01-01,ACTOR IN A SUPPORTING ROLE,False
 Lord of the Apes,1985-01-01,ACTOR IN A SUPPORTING ROLE,False
Country,1985-01-01,ACTRESS IN A LEADING ROLE,False
The Bostonians,1985-01-01,ACTRESS IN A LEADING ROLE,False
The River,1985-01-01,ACTRESS IN A LEADING ROLE,False
The Natural,1985-01-01,ACTRESS IN A SUPPORTING ROLE,False
Swing Shift,1985-01-01,ACTRESS IN A SUPPORTING ROLE,False
The Pope of Greenwich Village,1985-01-01,ACTRESS IN A SUPPORTING ROLE,False
The Cotton Club,1985-01-01,ART DIRECTION,False
2010,1985-01-01,ART DIRECTION,False
Broadway Danny Rose,1985-01-01,DIRECTING,False
High Schools,1985-01-01,DOCUMENTARY (Feature),False
In the Name of the People,1985-01-01,DOCUMENTARY (Feature),False
Marlene,1985-01-01,DOCUMENTARY (Feature),False
Streetwise,1985-01-01,DOCUMENTARY (Feature),False
The Times of Harvey Milk,1985-01-01,DOCUMENTARY (Feature),True
The Children of Soong Ching Ling,1985-01-01,DOCUMENTARY (Short Subject),False
Code Gray: Ethical Dilemmas in Nursing,1985-01-01,DOCUMENTARY (Short Subject),False
The Garden of Eden,1985-01-01,DOCUMENTARY (Short Subject),False
Recollections of Pavlovsk,1985-01-01,DOCUMENTARY (Short Subject),False
The Stone Carvers,1985-01-01,DOCUMENTARY (Short Subject),True
Romancing the Stone,1985-01-01,FILM EDITING,False
Beyond the Walls,1985-01-01,FOREIGN LANGUAGE FILM,False
Camila,1985-01-01,FOREIGN LANGUAGE FILM,False
Dangerous Moves,1985-01-01,FOREIGN LANGUAGE FILM,True
Double Feature,1985-01-01,FOREIGN LANGUAGE FILM,False
Wartime Romance,1985-01-01,FOREIGN LANGUAGE FILM,False
Indiana Jones and the Temple of Doom,1985-01-01,MUSIC (Original Score),False
The Muppets Take Manhattan,1985-01-01,MUSIC (Original Song Score),False
Purple Rain,1985-01-01,MUSIC (Original Song Score),True
Songwriter,1985-01-01,MUSIC (Original Song Score),False
Against All Odds,1985-01-01,MUSIC (Original Song),False
Footloose,1985-01-01,MUSIC (Original Song),False
Ghostbusters,1985-01-01,MUSIC (Original Song),False
The Woman in Red,1985-01-01,MUSIC (Original Song),True
Charade,1985-01-01,SHORT FILM (Animated),True
Doctor De Soto,1985-01-01,SHORT FILM (Animated),False
Paradise,1985-01-01,SHORT FILM (Animated),False
The Painted Door,1985-01-01,SHORT FILM (Live Action),False
Tales of Meeting and Parting,1985-01-01,SHORT FILM (Live Action),False
Up,1985-01-01,SHORT FILM (Live Action),True
Dune,1985-01-01,SOUND,False
Beverly Hills Cop,1985-01-01,WRITING (Screenplay Written Directly for the Screen),False
El Norte,1985-01-01,WRITING (Screenplay Written Directly for the Screen),False
Splash,1985-01-01,WRITING (Screenplay Written Directly for the Screen),False
Witness,1986-01-01,ACTOR IN A LEADING ROLE,False
Murphy's Romance,1986-01-01,ACTOR IN A LEADING ROLE,False
Runaway Train,1986-01-01,ACTOR IN A LEADING ROLE,False
Jagged Edge,1986-01-01,ACTOR IN A SUPPORTING ROLE,False
Agnes of God,1986-01-01,ACTRESS IN A LEADING ROLE,False
The Color Purple,1986-01-01,ACTRESS IN A LEADING ROLE,False
Sweet Dreams,1986-01-01,ACTRESS IN A LEADING ROLE,False
Twice in a Lifetime,1986-01-01,ACTRESS IN A SUPPORTING ROLE,False
Brazil,1986-01-01,ART DIRECTION,False
Ran,1986-01-01,ART DIRECTION,False
The Journey of Natty Gann,1986-01-01,COSTUME DESIGN,False
Broken Rainbow,1986-01-01,DOCUMENTARY (Feature),True
Las Madres--The Mothers of Plaza de Mayo,1986-01-01,DOCUMENTARY (Feature),False
Soldiers in Hiding,1986-01-01,DOCUMENTARY (Feature),False
The Statue of Liberty,1986-01-01,DOCUMENTARY (Feature),False
Unfinished Business,1986-01-01,DOCUMENTARY (Feature),False
The Courage to Care,1986-01-01,DOCUMENTARY (Short Subject),False
Keats and His Nightingale: A Blind Date,1986-01-01,DOCUMENTARY (Short Subject),False
Making Overtures--The Story of a Community Orchestra,1986-01-01,DOCUMENTARY (Short Subject),False
Witness to War: Dr. Charlie Clements,1986-01-01,DOCUMENTARY (Short Subject),True
The Wizard of the Strings,1986-01-01,DOCUMENTARY (Short Subject),False
A Chorus Line,1986-01-01,FILM EDITING,False
Angry Harvest,1986-01-01,FOREIGN LANGUAGE FILM,False
Colonel Redl,1986-01-01,FOREIGN LANGUAGE FILM,False
The Official Story,1986-01-01,FOREIGN LANGUAGE FILM,True
Three Men and a Cradle,1986-01-01,FOREIGN LANGUAGE FILM,False
When Father Was Away on Business,1986-01-01,FOREIGN LANGUAGE FILM,False
Mask,1986-01-01,MAKEUP,True
Remo Williams: The Adventure Begins,1986-01-01,MAKEUP,False
Silverado,1986-01-01,MUSIC (Original Score),False
Back to the Future,1986-01-01,MUSIC (Original Song),False
White Nights,1986-01-01,MUSIC (Original Song),True
Anna & Bella,1986-01-01,SHORT FILM (Animated),True
The Big Snit,1986-01-01,SHORT FILM (Animated),False
Second Class Mail,1986-01-01,SHORT FILM (Animated),False
Graffiti,1986-01-01,SHORT FILM (Live Action),False
Molly's Pilgrim,1986-01-01,SHORT FILM (Live Action),True
Rainbow War,1986-01-01,SHORT FILM (Live Action),False
Ladyhawke,1986-01-01,SOUND,False
Rambo: First Blood Part II,1986-01-01,SOUND EFFECTS EDITING,False
Return to Oz,1986-01-01,VISUAL EFFECTS,False
Young Sherlock Holmes,1986-01-01,VISUAL EFFECTS,False
The Purple Rose of Cairo,1986-01-01,WRITING (Screenplay Written Directly for the Screen),False
'Round Midnight,1987-01-01,ACTOR IN A LEADING ROLE,False
Mona Lisa,1987-01-01,ACTOR IN A LEADING ROLE,False
Salvador,1987-01-01,ACTOR IN A LEADING ROLE,False
Platoon,1987-01-01,ACTOR IN A SUPPORTING ROLE,False
A Room with a View,1987-01-01,ACTOR IN A SUPPORTING ROLE,False
Hoosiers,1987-01-01,ACTOR IN A SUPPORTING ROLE,False
The Morning After,1987-01-01,ACTRESS IN A LEADING ROLE,False
Crimes of the Heart,1987-01-01,ACTRESS IN A LEADING ROLE,False
Peggy Sue Got Married,1987-01-01,ACTRESS IN A LEADING ROLE,False
Aliens,1987-01-01,ACTRESS IN A LEADING ROLE,False
The Mission,1987-01-01,ART DIRECTION,False
Star Trek IV: The Voyage Home,1987-01-01,CINEMATOGRAPHY,False
Otello,1987-01-01,COSTUME DESIGN,False
Pirates,1987-01-01,COSTUME DESIGN,False
Blue Velvet,1987-01-01,DIRECTING,False
Artie Shaw: Time Is All You've Got,1987-01-01,DOCUMENTARY (Feature),True
Chile: Hasta Cuando?,1987-01-01,DOCUMENTARY (Feature),False
Down and Out in America,1987-01-01,DOCUMENTARY (Feature),True
Isaac in America: A Journey with Isaac Bashevis Singer,1987-01-01,DOCUMENTARY (Feature),False
Witness to Apartheid,1987-01-01,DOCUMENTARY (Feature),False
Debonair Dancers,1987-01-01,DOCUMENTARY (Short Subject),False
The Masters of Disaster,1987-01-01,DOCUMENTARY (Short Subject),False
Red Grooms: Sunflower in a Hothouse,1987-01-01,DOCUMENTARY (Short Subject),False
Sam,1987-01-01,DOCUMENTARY (Short Subject),False
Women--for America,1987-01-01,DOCUMENTARY (Short Subject),True
 for the World,1987-01-01,DOCUMENTARY (Short Subject),True
Top Gun,1987-01-01,FILM EDITING,False
The Assault,1987-01-01,FOREIGN LANGUAGE FILM,True
Betty Blue,1987-01-01,FOREIGN LANGUAGE FILM,False
The Decline of the American Empire,1987-01-01,FOREIGN LANGUAGE FILM,False
My Sweet Little Village,1987-01-01,FOREIGN LANGUAGE FILM,False
'38',1987-01-01,FOREIGN LANGUAGE FILM,False
The Clan of the Cave Bear,1987-01-01,MAKEUP,False
The Fly,1987-01-01,MAKEUP,True
Legend,1987-01-01,MAKEUP,False
The Karate Kid Part II,1987-01-01,MUSIC (Original Song),False
That's Life,1987-01-01,MUSIC (Original Song),False
Little Shop of Horrors,1987-01-01,MUSIC (Original Song),False
An American Tail,1987-01-01,MUSIC (Original Song),False
The Frog,1987-01-01,SHORT FILM (Animated),False
 the Dog and the Devil,1987-01-01,SHORT FILM (Animated),False
A Greek Tragedy,1987-01-01,SHORT FILM (Animated),True
Luxo Jr.,1987-01-01,SHORT FILM (Animated),False
Exit,1987-01-01,SHORT FILM (Live Action),False
Love Struck,1987-01-01,SHORT FILM (Live Action),False
Precious Images,1987-01-01,SHORT FILM (Live Action),True
Heartbreak Ridge,1987-01-01,SOUND,False
Poltergeist II: The Other Side,1987-01-01,VISUAL EFFECTS,False
Stand by Me,1987-01-01,WRITING (Screenplay Based on Material from Another Medium),False
'Crocodile' Dundee,1987-01-01,WRITING (Screenplay Written Directly for the Screen),False
My Beautiful Laundrette,1987-01-01,WRITING (Screenplay Written Directly for the Screen),False
Broadcast News,1988-01-01,ACTOR IN A LEADING ROLE,False
Dark Eyes,1988-01-01,ACTOR IN A LEADING ROLE,False
Ironweed,1988-01-01,ACTOR IN A LEADING ROLE,False
Good Morning,1988-01-01,ACTOR IN A LEADING ROLE,False
 Vietnam,1988-01-01,ACTOR IN A LEADING ROLE,False
Street Smart,1988-01-01,ACTOR IN A SUPPORTING ROLE,False
Cry Freedom,1988-01-01,ACTOR IN A SUPPORTING ROLE,False
Fatal Attraction,1988-01-01,ACTRESS IN A LEADING ROLE,False
Anna,1988-01-01,ACTRESS IN A LEADING ROLE,False
Gaby - A True Story,1988-01-01,ACTRESS IN A SUPPORTING ROLE,False
Throw Momma from the Train,1988-01-01,ACTRESS IN A SUPPORTING ROLE,False
The Whales of August,1988-01-01,ACTRESS IN A SUPPORTING ROLE,False
Empire of the Sun,1988-01-01,ART DIRECTION,False
Hope and Glory,1988-01-01,ART DIRECTION,False
Radio Days,1988-01-01,ART DIRECTION,False
Matewan,1988-01-01,CINEMATOGRAPHY,False
The Dead,1988-01-01,COSTUME DESIGN,False
Maurice,1988-01-01,COSTUME DESIGN,False
My Life as a Dog,1988-01-01,DIRECTING,False
Eyes on the Prize: America's Civil Rights Years/Bridge to Freedom 1965,1988-01-01,DOCUMENTARY (Feature),False
Hellfire: A Journey from Hiroshima,1988-01-01,DOCUMENTARY (Feature),False
Radio Bikini,1988-01-01,DOCUMENTARY (Feature),False
A Stitch for Time,1988-01-01,DOCUMENTARY (Feature),False
The Ten-Year Lunch: The Wit and Legend of the Algonquin Round Table,1988-01-01,DOCUMENTARY (Feature),True
Frances Steloff: Memoirs of a Bookseller,1988-01-01,DOCUMENTARY (Short Subject),False
In the Wee Wee Hours...,1988-01-01,DOCUMENTARY (Short Subject),False
Language Says It All,1988-01-01,DOCUMENTARY (Short Subject),False
Silver into Gold,1988-01-01,DOCUMENTARY (Short Subject),False
Young at Heart,1988-01-01,DOCUMENTARY (Short Subject),True
RoboCop,1988-01-01,FILM EDITING,False
Au Revoir Les Enfants (Goodbye,1988-01-01,FOREIGN LANGUAGE FILM,False
 Children),1988-01-01,FOREIGN LANGUAGE FILM,False
Babette's Feast,1988-01-01,FOREIGN LANGUAGE FILM,True
Course Completed,1988-01-01,FOREIGN LANGUAGE FILM,False
The Family,1988-01-01,FOREIGN LANGUAGE FILM,False
Pathfinder,1988-01-01,FOREIGN LANGUAGE FILM,False
Happy New Year,1988-01-01,MAKEUP,False
Harry and the Hendersons,1988-01-01,MAKEUP,True
The Witches of Eastwick,1988-01-01,MUSIC (Original Score),False
