movie_name,movie_date,movie_genre
Billy Lynn's Long Halftime Walk,2016,Action
Personal Shopper,2016,Drama
Our Kind of Traitor,2016,Crime
Sanam Teri Kasam,2016,Drama
Pet,2016,Horror
Kingsglaive: Final Fantasy XV,2016,Animation
Hands of Stone,2016,Biography
Ae Dil Hai Mushkil,2016,Drama
Denial,2016,Biography
Carrie Pilby,2016,Comedy
Rock Dog,2016,Animation
A United Kingdom,2016,Biography
American Pastoral,2016,Crime
Buster's Mal Heart,2016,Crime
Complete Unknown,2016,Drama
This Beautiful Fantastic,2016,Comedy
Incarnate,2016,Horror
The Innocents,2016,Drama
It,2017,Horror
Alien: Covenant,2017,Horror
The Shape of Water,2017,Adventure
Beauty and the Beast,2017,Family
Beast,2017,Crime
Logan Lucky,2017,Comedy
Hampstead,2017,Comedy
Life,2017,Horror
xXx: Return of Xander Cage,2017,Action
The Post,2017,Drama
Sweet Virginia,2017,Action
Lucky,2017,Comedy
It Comes at Night,2017,Horror
Unforgettable,2017,Drama
Paddington 2,2017,Animation
Double Lover,2017,Drama
The Mountain Between Us,2017,Action
The Hero,2017,Drama
Borg vs. McEnroe,2017,Biography
Mark Felt: The Man Who Brought Down the White House,2017,Biography
Columbus,2017,Drama
The Little Hours,2017,Comedy
I Do... Until I Don't,2017,Comedy
Professor Marston & the Wonder Women,2017,Biography
The Rider,2017,Drama
My Friend Dahmer,2017,Biography
Marrowbone,2017,Drama
Flower,2017,Comedy
Song to Song,2017,Drama
Megan Leavey,2017,Biography
All Eyez on Me,2017,Biography
The Captain,2017,Drama
Tulip Fever,2017,Drama
Jeepers Creepers III,2017,Horror
My Cousin Rachel,2017,Drama
Breathe,2017,Biography
The Only Living Boy in New York,2017,Drama
A Taxi Driver,2017,Action
Brad's Status,2017,Comedy
American Satan,2017,Drama
Smurfs: The Lost Village,2017,Animation
Gook,2017,Drama
Wonderstruck,2017,Adventure
In the Fade,2017,Crime
How to Be a Latin Lover,2017,Comedy
The Leisure Seeker,2017,Adventure
Same Kind of Different as Me,2017,Biography
My Little Pony: The Movie,2017,Animation
Father Figures,2017,Comedy
Diary of a Wimpy Kid: The Long Haul,2017,Animation
Churchill,2017,Biography
Beach Rats,2017,Drama
The Bookshop,2017,Drama
Mary Shelley,2017,Biography
Loveless,2017,Drama
Beatriz at Dinner,2017,Comedy
Wish Upon,2017,Drama
Super Dark Times,2017,Crime
Blade of the Immortal,2017,Action
Journey's End,2017,Drama
Godard Mon Amour,2017,Biography
Marshall,2017,Biography
BPM (Beats Per Minute),2017,Drama
Lean on Pete,2017,Adventure
Memoir of a Murderer,2017,Action
Take Me,2017,Comedy
The Last Movie Star,2017,Drama
On Chesil Beach,2017,Drama
Breath,2017,Adventure
The Villainess,2017,Action
How to Talk to Girls at Parties,2017,Comedy
Amityville: The Awakening,2017,Horror
The Resurrection of Gavin Stone,2017,Comedy
The Bye Bye Man,2017,Drama
Along With the Gods: The Two Worlds,2017,Action
Suspiria,2018,Fantasy
Mandy,2018,Horror
Ophelia,2018,Drama
Charlie Says,2018,Biography
Red Joan,2018,Biography
Fantastic Beasts: The Crimes of Grindelwald,2018,Adventure
Mary Poppins Returns,2018,Comedy
Peter Rabbit,2018,Animation
Everybody Knows,2018,Crime
Burning,2018,Drama
Life Itself,2018,Drama
The Strangers: Prey at Night,2018,Horror
Every Day,2018,Drama
Shoplifters,2018,Crime
The Sisters Brothers,2018,Crime
Trial by Fire,2018,Biography
American Woman,2018,Drama
Slaughterhouse Rulez,2018,Action
Cold War,2018,Drama
Truth or Dare,2018,Horror
A Wrinkle in Time,2018,Adventure
London Fields,2018,Crime
Andhadhun,2018,Crime
Brian Banks,2018,Biography
Gotti,2018,Biography
We Have Always Lived in the Castle,2018,Drama
The Miseducation of Cameron Post,2018,Drama
Mary Magdalene,2018,Biography
Forever My Girl,2018,Comedy
I Want to Eat Your Pancreas,2018,Animation
The Man Who Killed Don Quixote,2018,Adventure
The Catcher Was a Spy,2018,Biography
Welcome to Marwen,2018,Biography
Bad Samaritan,2018,Crime
Border,2018,Crime
Assassination Nation,2018,Action
The Nutcracker and the Four Realms,2018,Adventure
Little Italy,2018,Comedy
Lords of Chaos,2018,Biography
Hell Fest,2018,Horror
A Private War,2018,Biography
Uncle Drew,2018,Comedy
Wild Rose,2018,Comedy
The Possession of Hannah Grace,2018,Horror
Out of Blue,2018,Crime
Colette,2018,Biography
Winchester,2018,Biography
Action Point,2018,Comedy
"Juliet, Naked",2018,Comedy
The Guilty,2018,Crime
Never Look Away,2018,Biography
Vox Lux,2018,Drama
The Wind,2018,Horror
Summer '03,2018,Comedy
An Acceptable Loss,2018,Drama
The Death & Life of John F. Donovan,2018,Drama
Duck Butter,2018,Comedy
The Little Mermaid,2018,Adventure
SuperFly,2018,Action
Early Man,2018,Animation
I Can Only Imagine,2018,Biography
The Hummingbird Project,2018,Drama
Dragon Ball Super: Broly,2018,Animation
Gloria Bell,2018,Comedy
Kin,2018,Action
Aniara,2018,Drama
Becoming Astrid,2018,Biography
Goosebumps 2: Haunted Halloween,2018,Animation
The Quake,2018,Action
Nobody's Fool,2018,Comedy
7 Days in Entebbe,2018,Action
My Hero Academia: Two Heroes,2018,Animation
An Interview with God,2018,Drama
Once Upon a Time... In Hollywood,2019,Comedy
Parasite,2019,Comedy
Dora and the Lost City of Gold,2019,Adventure
The Best of Enemies,2019,Biography
Marriage Story,2019,Comedy
Portrait of a Lady on Fire,2019,Drama
X-Men: Dark Phoenix,2019,Action
The Goldfinch,2019,Drama
Pokémon Detective Pikachu,2019,Action
Maleficent: Mistress of Evil,2019,Adventure
The Last Black Man in San Francisco,2019,Drama
The Curse of la Llorona,2019,Horror
The Intruder,2019,Thriller
Weathering with You,2019,Animation
The Kid,2019,Biography
Sword of Trust,2019,Comedy
Luce,2019,Drama
The Souvenir,2019,Drama
Dumbo,2019,Adventure
Ode to Joy,2019,Comedy
The Beach Bum,2019,Comedy
The Kitchen,2019,Action
Can You Keep a Secret?,2019,Comedy
"Where'd You Go, Bernadette",2019,Comedy
Ip Man 4: The Finale,2019,Action
The Aftermath,2019,Drama
Killerman,2019,Action
A Dog's Journey,2019,Adventure
Don't Let Go,2019,Drama
UglyDolls,2019,Animation
The Hole in the Ground,2019,Drama
Brittany Runs a Marathon,2019,Comedy
After the Wedding,2019,Drama
Miss Bala,2019,Action
A Dog's Way Home,2019,Adventure
Wonder Park,2019,Animation
"The Gangster, the Cop, the Devil",2019,Action
The Fanatic,2019,Crime
The Mustang,2019,Drama
Triple Threat,2019,Action
The Wandering Earth,2019,Action
The Kid Who Would Be King,2019,Action
Sunrise in Heaven,2019,Drama
Breakthrough,2019,Biography
Poms,2019,Comedy
Little,2019,Comedy
Ne Zha,2019,Animation
Storm Boy,2019,Drama
Crypto,2019,Crime
Overcomer,2019,Drama
Ms. Purple,2019,Crime
A Madea Family Funeral,2019,Comedy
Run with the Hunted,2019,Crime
Extreme Job,2019,Action
The Tomorrow Man,2019,Drama
The Sun Is also a Star,2019,Drama
"Faith, Hope & Love",2019,Comedy
Kalank,2019,Drama
Sonchiriya,2019,Action
Mission Mangal,2019,Drama
K-12,2019,Fantasy
Batla House,2019,Action
Saaho,2019,Action
Exit,2019,Action
Cliffs of Freedom,2019,Drama
Them That Follow,2019,Drama
Unplanned,2019,Biography
Student of the Year 2,2019,Action
The Divine Fury,2019,Action
Luka Chuppi,2019,Comedy
De De Pyaar De,2019,Comedy
End of the Century,2019,Drama
Bennett's War,2019,Sport
Code Geass: Lelouch of the Re;Surrection,2019,Animation
Before You Know It,2019,Comedy
Pilgrim's Progress,2019,Animation
Mine 9,2019,Drama
Give Me Liberty,2019,Comedy
Romeo Akbar Walter,2019,Action
Furie,2019,Action
Photograph,2019,Drama
Ek Ladki Ko Dekha Toh Aisa Laga,2019,Comedy
Body at Brighton Rock,2019,Horror
The Bravest,2019,Action
42nd Street: The Musical,2019,Musical
Piranhas,2019,Crime
Clinton Road,2019,Horror
High on the Hog,2019,Action
Kinky Boots: The Musical,2019,Musical
Play the Flute,2019,Drama
Geolkapseu,2019,Action
Shed of the Dead,2019,Comedy
The Fighting Preacher,2019,Comedy
Junglee,2019,Action
The Captain,2019,Action
Total Dhamaal,2019,Action
The Untold Story,2019,Comedy
No Manches Frida 2,2019,Comedy
Line Walker 2: Invisible Spy,2019,Action
Money,2019,Crime
The Ground Beneath My Feet,2019,Drama
Open,2019,Drama
The Least of These: The Graham Staines Story,2019,Drama
Saga of Tanya the Evil - The Movie,2019,Animation
Tod@s Caen,2019,Comedy
"My People, My Country",2019,Drama
Alone/Together,2019,Drama
The Other Side of Heaven 2: Fire of Faith,2019,Adventure
India's Most Wanted,2019,Action
Chasing the Dragon II: Wild Wild Bunch,2019,Action
Round of Your Life,2019,Family
El Coyote,2019,Action
By Light of Desert Night,2019,Drama
A Brother's Love,2019,Drama
Birds of Prey,2020,Action
The Eight Hundred,2020,Action
The Quarry,2020,Crime
Star Trek First Frontier,2020,Sci-Fi
Legend of Deification,2020,Animation
Tulsa,2020,Comedy
Leap,2020,Drama
Black Wall Street Burning,2020,Drama
I Am Fear,2020,Horror
Aloha Surf Hotel,2020,Comedy
Love by Drowning,2020,Drama
The Robinsons,2020,Action
More to Life,2020,Drama
Dream Round,2020,Comedy
Saving Mbango,2020,Drama
It's Just Us,2020,Drama
Tee em el,2020,Horror
Spider-Man: No Way Home,2021,Science Fiction
The Batman,2022,Crime
The Batman,2022,Mystery
The Batman,2022,Thriller
No Exit,2022,Thriller
Encanto,2021,Comedy
Encanto,2021,Family
Encanto,2021,Fantasy
The King's Man,2021,Adventure
The King's Man,2021,Thriller
The King's Man,2021,War
The Commando,2022,Action
The Commando,2022,Crime
The Commando,2022,Thriller
Scream,2022,Mystery
Scream,2022,Thriller
Kimi,2022,Thriller
Fistful of Vengeance,2022,Action
Fistful of Vengeance,2022,Crime
Fistful of Vengeance,2022,Fantasy
Eternals,2021,Science Fiction
Pursuit,2022,Action
Pursuit,2022,Crime
Pursuit,2022,Thriller
My Hero Academia: World Heroes' Mission,2021,Animation
My Hero Academia: World Heroes' Mission,2021,Action
My Hero Academia: World Heroes' Mission,2021,Fantasy
My Hero Academia: World Heroes' Mission,2021,Adventure
Restless,2022,Action
Restless,2022,Thriller
Restless,2022,Crime
Nightmare Alley,2021,Drama
Nightmare Alley,2021,Thriller
The Ice Age Adventures of Buck Wild,2022,Animation
The Ice Age Adventures of Buck Wild,2022,Comedy
The Ice Age Adventures of Buck Wild,2022,Adventure
The Ice Age Adventures of Buck Wild,2022,Family
Hotel Transylvania: Transformania,2022,Family
Hotel Transylvania: Transformania,2022,Fantasy
Hotel Transylvania: Transformania,2022,Comedy
Hotel Transylvania: Transformania,2022,Adventure
Texas Chainsaw Massacre,2022,Horror
The Requin,2022,Thriller
Looop Lapeta,2022,Action
Looop Lapeta,2022,Comedy
Looop Lapeta,2022,Crime
Red Notice,2021,Comedy
Red Notice,2021,Crime
Red Notice,2021,Thriller
Sing 2,2021,Comedy
Sing 2,2021,Family
Sing 2,2021,Music
The Jack in the Box: Awakening,2022,Horror
Venom: Let There Be Carnage,2021,Science Fiction
Venom: Let There Be Carnage,2021,Adventure
The Matrix Resurrections,2021,Science Fiction
The Matrix Resurrections,2021,Adventure
Resident Evil: Welcome to Raccoon City,2021,Horror
Resident Evil: Welcome to Raccoon City,2021,Science Fiction
Last Man Down,2021,Action
Last Man Down,2021,Thriller
American Siege,2022,Action
American Siege,2022,Thriller
American Siege,2022,Crime
American Siege,2022,Drama
Uncharted,2022,Adventure
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,Animation
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,Action
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,Adventure
Demon Slayer -Kimetsu no Yaiba- The Movie: Mugen Train,2020,Fantasy
Ghostbusters: Afterlife,2021,Fantasy
Ghostbusters: Afterlife,2021,Comedy
The 355,2022,Thriller
Shang-Chi and the Legend of the Ten Rings,2021,Adventure
Shang-Chi and the Legend of the Ten Rings,2021,Fantasy
Marry Me,2022,Romance
Marry Me,2022,Music
The Hunting,2022,Horror
West Side Story,2021,Drama
West Side Story,2021,Romance
Through My Window,2022,Romance
Through My Window,2022,Drama
The Seven Deadly Sins: Cursed by Light,2021,Animation
The Seven Deadly Sins: Cursed by Light,2021,Fantasy
One Shot,2021,Action
Tom and Jerry: Cowboy Up!,2022,Animation
Tom and Jerry: Cowboy Up!,2022,Comedy
Tom and Jerry: Cowboy Up!,2022,Family
Tom and Jerry: Cowboy Up!,2022,Western
Chernobyl: Abyss,2020,Drama
Chernobyl: Abyss,2020,History
Chernobyl: Abyss,2020,Adventure
Desperate Riders,2022,Western
Desperate Riders,2022,Action
Clifford the Big Red Dog,2021,Family
Clifford the Big Red Dog,2021,Adventure
Clifford the Big Red Dog,2021,Comedy
Clifford the Big Red Dog,2021,Fantasy
Tyler Perry's A Madea Homecoming,2022,Comedy
The Boss Baby: Family Business,2021,Animation
The Boss Baby: Family Business,2021,Comedy
The Boss Baby: Family Business,2021,Adventure
The Boss Baby: Family Business,2021,Family
Turning Red,2022,Family
Turning Red,2022,Comedy
Turning Red,2022,Fantasy
Brazen,2022,Thriller
Brazen,2022,Mystery
Brazen,2022,Drama
The House,2022,Animation
The House,2022,Drama
The House,2022,Comedy
The House,2022,Horror
Blacklight,2022,Action
Blacklight,2022,Thriller
Ron's Gone Wrong,2021,Science Fiction
Ron's Gone Wrong,2021,Family
Ron's Gone Wrong,2021,Comedy
Free Guy,2021,Comedy
Free Guy,2021,Adventure
Free Guy,2021,Science Fiction
Cruella,2021,Comedy
Cruella,2021,Crime
The Suicide Squad,2021,Adventure
The Suicide Squad,2021,Fantasy
The Simpsons in Plusaversary,2021,Animation
The Simpsons in Plusaversary,2021,Comedy
The Simpsons in Plusaversary,2021,Fantasy
Forgive Us Our Trespasses,2022,Drama
Forgive Us Our Trespasses,2022,War
Luca,2021,Comedy
Luca,2021,Family
Luca,2021,Fantasy
Mortal Kombat,2021,Fantasy
Mortal Kombat,2021,Adventure
Zack Snyder's Justice League,2021,Adventure
Zack Snyder's Justice League,2021,Fantasy
Zack Snyder's Justice League,2021,Science Fiction
Mother/Android,2021,Science Fiction
Mother/Android,2021,Thriller
Exploits of a Young Don Juan,1986,Comedy
Exploits of a Young Don Juan,1986,Drama
Dune,2021,Science Fiction
Dune,2021,Adventure
The Last Warrior: Root of Evil,2021,Fantasy
The Last Warrior: Root of Evil,2021,Adventure
The Last Warrior: Root of Evil,2021,Comedy
The Privilege,2022,Horror
Queen of Spades,2021,Horror
Antlers,2021,Horror
Antlers,2021,Mystery
Dangerous,2021,Action
Dangerous,2021,Thriller
After We Fell,2021,Romance
After We Fell,2021,Drama
No Time to Die,2021,Adventure
No Time to Die,2021,Thriller
Sooryavanshi,2021,Crime
Sooryavanshi,2021,Thriller
Finch,2021,Science Fiction
Finch,2021,Drama
Two,2021,Thriller
Two,2021,Horror
PAW Patrol: The Movie,2021,Animation
PAW Patrol: The Movie,2021,Family
PAW Patrol: The Movie,2021,Adventure
PAW Patrol: The Movie,2021,Comedy
Avengers: Infinity War,2018,Science Fiction
Batman,1989,Fantasy
Black Widow,2021,Adventure
Black Widow,2021,Science Fiction
The Wonderful Winter of Mickey Mouse,2022,Animation
The Wonderful Winter of Mickey Mouse,2022,Comedy
F9,2021,Crime
F9,2021,Thriller
F9,2021,Adventure
Moonfall,2022,Action
Moonfall,2022,Adventure
Moonfall,2022,Science Fiction
Sex; Shame and Tears 2,2022,Comedy
Sex; Shame and Tears 2,2022,Drama
Diary of a Wimpy Kid,2021,Animation
Diary of a Wimpy Kid,2021,Comedy
Diary of a Wimpy Kid,2021,Family
AI Love You,2022,Comedy
AI Love You,2022,Romance
AI Love You,2022,Science Fiction
Sonic the Hedgehog 2,2022,Science Fiction
Sonic the Hedgehog 2,2022,Comedy
Sonic the Hedgehog 2,2022,Family
Erax,2022,Mystery
Erax,2022,Family
Deathstroke: Knights & Dragons - The Movie,2020,Animation
Deathstroke: Knights & Dragons - The Movie,2020,Action
Deathstroke: Knights & Dragons - The Movie,2020,Adventure
Deathstroke: Knights & Dragons - The Movie,2020,Science Fiction
The Last Duel,2021,Drama
The Last Duel,2021,History
The Pirates: The Last Royal Treasure,2022,Action
The Pirates: The Last Royal Treasure,2022,Adventure
The Pirates: The Last Royal Treasure,2022,Comedy
The Pirates: The Last Royal Treasure,2022,History
Paranormal Activity: Next of Kin,2021,Horror
Paranormal Activity: Next of Kin,2021,Mystery
Paranormal Activity: Next of Kin,2021,Thriller
House of Gucci,2021,Drama
House of Gucci,2021,Crime
House of Gucci,2021,Thriller
Dark Spell,2021,Romance
Dark Spell,2021,Horror
Dark Spell,2021,Thriller
Jungle Cruise,2021,Adventure
Jungle Cruise,2021,Comedy
Jungle Cruise,2021,Fantasy
Godzilla vs. Kong,2021,Fantasy
Godzilla vs. Kong,2021,Science Fiction
The Amazing Spider-Man,2012,Adventure
The Amazing Spider-Man,2012,Fantasy
Heart Shot,2022,Romance
Heart Shot,2022,Crime
Avatar,2009,Adventure
Avatar,2009,Fantasy
Avatar,2009,Science Fiction
Mobile Suit Gundam Hathaway,2021,Animation
Mobile Suit Gundam Hathaway,2021,Action
Mobile Suit Gundam Hathaway,2021,Drama
Mobile Suit Gundam Hathaway,2021,Science Fiction
Army of Thieves,2021,Crime
Army of Thieves,2021,Comedy
UFO,2022,Drama
UFO,2022,Romance
The Weekend Away,2022,Thriller
The Weekend Away,2022,Mystery
The Croods: A New Age,2020,Family
The Croods: A New Age,2020,Adventure
The Croods: A New Age,2020,Fantasy
The Croods: A New Age,2020,Comedy
Back to the Outback,2021,Animation
Back to the Outback,2021,Family
Back to the Outback,2021,Adventure
Back to the Outback,2021,Comedy
The Tomorrow War,2021,Science Fiction
The Tomorrow War,2021,Adventure
Home Team,2022,Family
Home Team,2022,Comedy
The Fallout,2021,Drama
Raya and the Last Dragon,2021,Family
Raya and the Last Dragon,2021,Fantasy
Raya and the Last Dragon,2021,Action
Raya and the Last Dragon,2021,Adventure
Infinite,2021,Science Fiction
Infinite,2021,Thriller
Wrath of Man,2021,Crime
Wrath of Man,2021,Thriller
Fortress,2021,Crime
Fortress,2021,Action
Fortress,2021,Thriller
Space Jam: A New Legacy,2021,Family
Space Jam: A New Legacy,2021,Comedy
Space Jam: A New Legacy,2021,Science Fiction
Laura y el misterio del asesino inesperado,2022,TV Movie
Laura y el misterio del asesino inesperado,2022,Mystery
Laura y el misterio del asesino inesperado,2022,Thriller
Laura y el misterio del asesino inesperado,2022,Comedy
The Conjuring: The Devil Made Me Do It,2021,Mystery
The Conjuring: The Devil Made Me Do It,2021,Thriller
The Royal Treatment,2022,Romance
The Royal Treatment,2022,Comedy
Ciao Alberto,2021,Animation
Ciao Alberto,2021,Comedy
Ciao Alberto,2021,Family
Ciao Alberto,2021,Fantasy
Gone Mom: The Disappearance of Jennifer Dulos,2021,TV Movie
Gone Mom: The Disappearance of Jennifer Dulos,2021,Thriller
Gone Mom: The Disappearance of Jennifer Dulos,2021,Crime
Ripper Untold,2021,Horror
Meander,2021,Horror
Meander,2021,Science Fiction
Meander,2021,Drama
Meander,2021,Thriller
Zeros and Ones,2021,Thriller
Zeros and Ones,2021,War
Snake Eyes: G.I. Joe Origins,2021,Adventure
Survive the Game,2021,Action
Survive the Game,2021,Thriller
Survive the Game,2021,Crime
Riverdance: The Animated Adventure,2021,Animation
Riverdance: The Animated Adventure,2021,Fantasy
Riverdance: The Animated Adventure,2021,Music
Riverdance: The Animated Adventure,2021,Adventure
Riverdance: The Animated Adventure,2021,Comedy
Riverdance: The Animated Adventure,2021,Family
Apex,2021,Action
Apex,2021,Thriller
Apex,2021,Science Fiction
The Tinder Swindler,2022,Documentary
The Tinder Swindler,2022,Crime
Love Tactics,2022,Romance
Love Tactics,2022,Comedy
The Addams Family 2,2021,Animation
The Addams Family 2,2021,Adventure
The Addams Family 2,2021,Comedy
The Addams Family 2,2021,Family
Dynasty Warriors,2021,Action
Dynasty Warriors,2021,Adventure
Dynasty Warriors,2021,Fantasy
Miraculous World: Shanghai – The Legend of Ladydragon,2021,Animation
Miraculous World: Shanghai – The Legend of Ladydragon,2021,Comedy
Miraculous World: Shanghai – The Legend of Ladydragon,2021,Family
Miraculous World: Shanghai – The Legend of Ladydragon,2021,Adventure
Miraculous World: New York; United HeroeZ,2020,Animation
Miraculous World: New York; United HeroeZ,2020,Family
Miraculous World: New York; United HeroeZ,2020,Comedy
Miraculous World: New York; United HeroeZ,2020,Adventure
Miraculous World: New York; United HeroeZ,2020,TV Movie
Surviving Paradise: A Family Tale,2022,Documentary
My Hero Academia: Heroes Rising,2019,Animation
My Hero Academia: Heroes Rising,2019,Action
My Hero Academia: Heroes Rising,2019,Fantasy
My Hero Academia: Heroes Rising,2019,Adventure
Amina,2021,War
Amina,2021,History
Amina,2021,Drama
Encounter,2021,Adventure
Encounter,2021,Drama
Son,2021,Horror
Son,2021,Thriller
Wonder Woman 1984,2020,Adventure
Wonder Woman 1984,2020,Fantasy
The Amazing Spider-Man 2,2014,Adventure
The Amazing Spider-Man 2,2014,Fantasy
The Whole Truth,2021,Horror
Catwoman: Hunted,2022,Animation
Catwoman: Hunted,2022,Action
Catwoman: Hunted,2022,Crime
Hacksaw Ridge,2016,War
Crazy Fist,2021,Action
Harry Potter and the Philosopher's Stone,2001,Adventure
Harry Potter and the Philosopher's Stone,2001,Fantasy
The Avengers,2012,Science Fiction
The Avengers,2012,Adventure
Dragon Fury,2021,Horror
Dragon Fury,2021,Fantasy
Dragon Fury,2021,Mystery
Tarumama,2021,Horror
Tarumama,2021,Drama
Doctor Strange,2016,Adventure
Doctor Strange,2016,Fantasy
Doctor Strange,2016,Science Fiction
Halloween Kills,2021,Horror
Halloween Kills,2021,Thriller
The Exorcism of God,2022,Horror
Spider-Man: Far From Home,2019,Action
Spider-Man: Far From Home,2019,Adventure
Spider-Man: Far From Home,2019,Science Fiction
Harry Potter 20th Anniversary: Return to Hogwarts,2022,Documentary
After We Collided,2020,Romance
The Desperate Hour,2022,Thriller
Dragon Ball Z: Resurrection 'F',2015,Action
Dragon Ball Z: Resurrection 'F',2015,Animation
Dragon Ball Z: Resurrection 'F',2015,Science Fiction
Seal Team,2021,Animation
Seal Team,2021,Family
Seal Team,2021,Comedy
Knowing,2009,Mystery
Knowing,2009,Science Fiction
Knowing,2009,Thriller
Witch Hunt,2021,Fantasy
Witch Hunt,2021,Horror
Witch Hunt,2021,Thriller
Witch Hunt,2021,Drama
The Maze Runner,2014,Mystery
The Maze Runner,2014,Science Fiction
The Maze Runner,2014,Thriller
The Unholy,2021,Horror
Ashfall,2019,Action
Ashfall,2019,Adventure
Ashfall,2019,Thriller
The Sky Is Everywhere,2022,Drama
The Sky Is Everywhere,2022,Romance
The Sky Is Everywhere,2022,Music
Time Is Up,2021,Romance
Time Is Up,2021,Drama
The Deep House,2021,Horror
Boruto: Naruto the Movie,2015,Animation
Boruto: Naruto the Movie,2015,Action
Boruto: Naruto the Movie,2015,Comedy
Harry Potter and the Chamber of Secrets,2002,Fantasy
Sonic the Hedgehog,2020,Science Fiction
Sonic the Hedgehog,2020,Comedy
Sonic the Hedgehog,2020,Family
Coco,2017,Family
Coco,2017,Fantasy
Coco,2017,Music
Ava,2017,Drama
Fury,2014,War
Fury,2014,Drama
Don't Breathe 2,2021,Thriller
Don't Breathe 2,2021,Horror
Matando Cabos 2: La Máscara del Máscara,2021,Action
Matando Cabos 2: La Máscara del Máscara,2021,Comedy
Matando Cabos 2: La Máscara del Máscara,2021,Adventure
Monster Hunter,2020,Fantasy
Monster Hunter,2020,Adventure
The Last: Naruto the Movie,2014,Action
The Last: Naruto the Movie,2014,Romance
The Last: Naruto the Movie,2014,Animation
Spider-Man: Homecoming,2017,Adventure
Spider-Man: Homecoming,2017,Science Fiction
Spider-Man: Homecoming,2017,Drama
Bigbug,2022,Science Fiction
Bigbug,2022,Comedy
Spider-Man,2002,Fantasy
Avengers: Endgame,2019,Science Fiction
Old,2021,Thriller
Old,2021,Mystery
Old,2021,Horror
Real Steel,2011,Science Fiction
Real Steel,2011,Drama
Love and Leashes,2022,Romance
Love and Leashes,2022,Comedy
After,2019,Romance
The Forever Purge,2021,Horror
The Forever Purge,2021,Thriller
Tall Girl 2,2022,Comedy
Tall Girl 2,2022,Drama
Tall Girl 2,2022,Romance
Dog,2022,Drama
I Am Legend,2007,Drama
I Am Legend,2007,Science Fiction
I Am Legend,2007,Thriller
Naruto Shippuden the Movie,2007,Animation
Naruto Shippuden the Movie,2007,Action
Naruto Shippuden the Movie,2007,Fantasy
Tom & Jerry,2021,Comedy
Tom & Jerry,2021,Family
Against the Ice,2022,Adventure
Against the Ice,2022,History
Against the Ice,2022,Drama
An Egg Rescue,2021,Animation
An Egg Rescue,2021,Comedy
Harry Potter and the Goblet of Fire,2005,Fantasy
Harry Potter and the Goblet of Fire,2005,Family
Pretty Guardian Sailor Moon Eternal The Movie Part 2,2021,Animation
Pretty Guardian Sailor Moon Eternal The Movie Part 2,2021,Action
Pretty Guardian Sailor Moon Eternal The Movie Part 2,2021,Adventure
Pretty Guardian Sailor Moon Eternal The Movie Part 2,2021,Comedy
Pretty Guardian Sailor Moon Eternal The Movie Part 2,2021,Drama
Pretty Guardian Sailor Moon Eternal The Movie Part 2,2021,Fantasy
Pretty Guardian Sailor Moon Eternal The Movie Part 2,2021,Romance
Demonic,2021,Horror
Demonic,2021,Thriller
Far From the Tree,2021,Animation
Far From the Tree,2021,Family
Black Water: Abyss,2020,Horror
Black Water: Abyss,2020,Thriller
Black Water: Abyss,2020,Adventure
Black Water: Abyss,2020,Mystery
Yes; No; or Maybe Half?,2020,Animation
Yes; No; or Maybe Half?,2020,Drama
Yes; No; or Maybe Half?,2020,Romance
The SpongeBob Movie: Sponge on the Run,2020,Family
The SpongeBob Movie: Sponge on the Run,2020,Animation
The SpongeBob Movie: Sponge on the Run,2020,Fantasy
The SpongeBob Movie: Sponge on the Run,2020,Adventure
The SpongeBob Movie: Sponge on the Run,2020,Comedy
Spider-Man: Into the Spider-Verse,2018,Science Fiction
Harry Potter and the Prisoner of Azkaban,2004,Fantasy
The Vault,2021,Crime
The Vault,2021,Action
The Vault,2021,Thriller
The Adam Project,2022,Science Fiction
The Adam Project,2022,Adventure
The Adam Project,2022,Comedy
Deadpool,2016,Adventure
Deadpool,2016,Comedy
The Harder They Fall,2021,Western
Monsters; Inc.,2001,Animation
Monsters; Inc.,2001,Comedy
Monsters; Inc.,2001,Family
Ainbo: Spirit of the Amazon,2021,Adventure
Ainbo: Spirit of the Amazon,2021,Animation
Ainbo: Spirit of the Amazon,2021,Family
Ainbo: Spirit of the Amazon,2021,Fantasy
Don't Look Up,2021,Drama
Don't Look Up,2021,Science Fiction
Cars 3,2017,Adventure
Cars 3,2017,Comedy
Cars 3,2017,Family
Spider-Man 3,2007,Fantasy
Spider-Man 3,2007,Adventure
Last Shoot Out,2021,Western
Last Shoot Out,2021,Action
Last Shoot Out,2021,Thriller
Sator,2019,Horror
Iron Man 2,2010,Adventure
Iron Man 2,2010,Science Fiction
Soul,2020,Comedy
Soul,2020,Fantasy
Soul,2020,Family
Pirates of the Caribbean: On Stranger Tides,2011,Adventure
Pirates of the Caribbean: On Stranger Tides,2011,Fantasy
Phobias,2021,Horror
Phobias,2021,Thriller
A Quiet Place Part II,2021,Science Fiction
A Quiet Place Part II,2021,Thriller
A Quiet Place Part II,2021,Horror
What the Peeper Saw,1972,Horror
What the Peeper Saw,1972,Drama
What the Peeper Saw,1972,Thriller
Fast & Furious 10,2023,Action
Fast & Furious 10,2023,Crime
